"Total","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Balance","-7,924.30","-15,096.10","-30,207.80","-30,630.40","-40,186.40","-50,092.60","-50,731.47","-51,125.09","-39,805.48","-56,337.91","-52,448.82","-69,753.46","-1,923.90","-7,425.20","-5,919.50","-8,601.70","-6,251.40","1,933.20","-605.60","-21,219.90","-15,432.00","-16,231.10","-21,607.70","-45,520.40","-9,131.50","-14,099.90","-13,210.60","-11,026.40","-30,088.60","-45,369.70","-45,435.80","-42,930.80","-45,842.40","-54,901.10","-46,228.40","-71,590.12","-4,130.00","-12,430.60","-19,534.10","-28,718.20","-23,079.40","-32,465.80","-21,408.99","-25,395.30","-28,411.10","-33,785.30","-40,143.20","-61,882.00","2,108.10","-4,362.50","4,597.80","-3,667.70","-1,440.60","14,753.50","4,554.40","12,930.20","5,946.90","-4,954.70","8,195.60","-39,372.80","6,045.98","-3,990.30","-9,757.67","-9,584.65","1,679.24","41,587.15","62,045.05","67,043.66","95,520.90","91,058.81","100,543.94","73,261.19","-178.97","22,598.72","35,307.74","43,154.73","92,554.85","133,780.65","163,945.02","217,406.13","259,441.69","278,259.54","297,145.72","123,401.83","74,311.13","82,552.19","72,761.08","65,504.17","48,570.00","97,907.87","120,209.56","211,256.49","74,693.61","186,238.79","184,503.16","133,178.38","38,429.40","55,273.47","57,348.37","48,746.80","7,603.11","-4,827.72","24,262.23","3,651.42","-3,081.39","-70,748.91","-162,943.53","-296,404.38","-28,709.17","-112,240.88","-106,925.63","-143,512.95","-191,777.58","-261,265.42","-281,590.91","-334,503.00","-332,507.76","-336,057.51","-361,941.90","-342,634.10","-65,457.67","-51,392.88","-109,201.53","-190,157.65","-169,760.10","-167,507.14","-129,404.28","-32,883.02","-19,665.78","47,074.72","71,044.63","41,779.02","-27,267.37","-2,179.46","83,229.34","49,347.23","48,361.04","57,753.93","84,743.57","186,298.81","171,058.97","124,027.65","-91,886.98","-769,891.80","66,025.51","-7,102.43","-55,786.45","-47,981.05","-404,322.20","-574,590.44","-599,376.74","-482,073.16","-556,889.33","-577,967.00","-705,689.02","-1,136,628.60","78,502.43","83,783.24","83,633.40","135,993.50","139,320.34","-132,952.00","-145,642.18","-131,240.44","-130,876.42","-182,994.52","-166,441.93","-224,618.70","-59,340.20","-92,308.39","-137,600.60","-105,646.90","-106,926.00","-240,616.50","-160,919.80","-153,008.40","-192,462.94","-278,477.50","-440,532.30","-867,959.00","-12,794.40","-185,272.79","-144,575.60","-244,803.70","-347,655.70","-534,862.62","-637,827.20","-769,176.40","-867,338.70","-915,316.10","-1,102,157.00","-1,156,909.80","-79,760.10","-258,471.20","-615,707.50","-663,570.00","-876,992.10","-1,123,886.70","-1,974,061.70","-1,808,679.20","-2,051,749.87","-2,320,357.80","-2,677,348.85","-3,660,289.10","-25,324.90","-211,726.10","-255,083.00","-285,480.20","-412,521.43","-676,514.84","-589,386.30","-577,594.90","-737,860.80","-669,169.60","-980,424.80","-1,741,891.00","114,181.30","73,130.70","-25,771.90","98,178.60","45,435.80","12,932.70","278,385.50","119,495.80","-169,137.80","100,215.80"
